txId1,txId2,label
223992234,223992241,1
86583067,121493440,0
4463523,230455942,0
175068213,175435183,1
7398153,2757640,1
100297156,191653538,0
339113511,339935142,1
245652387,245652391,1
34923889,224256980,0
238652370,310088708,0
14988812,179023794,0
35590844,94074553,0
68385090,43143328,1
43134105,224228334,0
121540548,121540552,1
189800862,232631652,0
37730682,192131460,0
238192611,238246668,1
94659090,94857154,1
216238189,179113155,1
40143927,242501018,0
122622888,230418068,0
121850613,238550816,0
175549764,175782123,1
41436005,86618197,1
44016848,238207092,1
87408303,121674849,0
42999515,312505645,0
225370372,225679834,1
1583848,96462364,0
42735568,68442952,0
86859096,44141174,1
312898903,310493435,1
96578721,96576418,1
94625381,94621528,1
8994400,190863585,0
13325717,279511769,1
179030601,179030750,1
16052485,312505312,0
240758684,246419069,0
87069496,97561009,0
230513474,399668268,0
87745976,86929862,1
43391857,43388675,1
15329980,46473854,0
244660375,238244231,1
234181517,234685698,1
68588497,94510415,0
40421269,310513651,0
94199881,339174947,0
339291846,234657208,1
241514677,310471936,0
94325583,96562422,1
86804188,234152131,0
224309666,226675975,1
87752037,87752035,1
94304534,94382026,1
31373149,175097670,1
134721872,191226854,0
339153228,339259831,1
42979640,246054720,0
8997133,107227716,0
310053946,310469455,1
1377971,43007128,0
234677920,238651953,0
230456319,232921359,1
121505757,234822689,0
230645818,231994045,1
175766800,175767017,1
94548534,94545965,1
245766996,339981021,0
98540389,230409255,0
279049877,80704442,1
190467140,241511840,0
5369270,86613430,0
94078240,94469417,1
240545240,339569010,0
245409637,245409633,1
246089457,245722346,1
309994503,64229646,1
109063851,310150172,0
37918383,43388675,1
245157030,245157040,1
86736236,224996734,0
241566364,244779324,0
64998688,191786030,1
86673157,88060691,1
87618328,116717112,0
226587886,179647372,1
20601381,224194884,1
339087032,339175100,1
6856049,42671175,0
121540007,310161686,0
1812422,94445106,0
226671852,226678500,1
226469984,339646855,0
75981951,339110187,0
94314208,339095657,0
178978067,179202788,1
232012741,79821391,1
40506398,43387917,1
245759463,64472105,1
94335932,94515652,1
226447695,225680856,1
230724244,230459870,1
190948577,241565336,0
230349999,75600732,1
175422889,246580481,0
232698829,231754427,1
223870385,279968214,0
86857502,175134217,0
312182209,310469166,1
244365869,245363127,1
179108614,179108621,1
179028003,179027999,1
189996490,190437458,1
230458584,195237909,1
86595160,230349039,0
310159294,312830009,1
43523312,312155392,0
121261074,121261079,1
230442140,310532392,0
88618556,339057876,0
224202833,224674849,1
94182906,121712563,0
94486704,310434169,0
339091716,339091718,1
339079260,339079262,1
195148867,174568110,1
234567572,339266448,0
245761872,245762083,1
8960505,230455968,0
32023786,22837919,1
43134164,43475293,1
190005250,190964614,1
103401415,191392368,1
189985143,37690935,1
68456068,225290160,0
232903069,232401501,1
224713260,226469984,1
68464352,61101880,1
232652422,346400482,0
43018667,86810853,0
11039717,134526722,0
66233901,104512093,0
88514828,94532526,0
191426560,191177745,1
8768806,234435660,0
149574546,179027979,0
309994608,312805347,1
230946548,232350958,1
190826836,192126268,1
207806949,245198515,0
43388421,43388564,1
243782273,243784814,1
121378779,231223851,0
94312987,94312988,1
219843654,223886651,0
75607042,90089148,0
115437800,313113045,0
3851887,232438397,1
191448066,191454027,1
3162798,98714477,0
190085068,314859754,0
96406641,225299669,0
68699738,94476776,0
190446562,45505080,1
230651381,309950472,0
43077192,235673799,0
225002112,224717255,1
42978940,246350694,0
310085888,310495036,1
54614750,232065009,0
245463185,245504785,1
244723518,194950106,1
246055544,246055549,1
240432152,293041632,0
42625864,43470795,1
175799434,250560495,0
43094687,43479841,1
94057818,224242777,0
31876890,232383608,1
230545708,230545712,1
39321225,43426179,0
7473483,232651625,0
36627228,94332324,0
21670521,21670673,1
8851508,310505914,0
234207746,297622262,0
234198221,234198216,1
15065863,15097894,0
279441112,339059165,0
230923479,231494910,0
339062657,339062651,1
231618451,244713654,0
234162644,49024931,1
94056146,94199278,1
68443513,45050868,1
121486656,339105939,0
98725835,209352887,0
238634021,244617685,1
121511335,339069710,0
85821325,339069744,1
152507741,175091319,0
234723530,246049866,0
241565751,346175191,0
190061264,92544151,1
245434098,245434093,1
191444566,234177170,0
87752152,118682094,1
224762802,238292440,0
16725366,43091826,0
245435797,245435494,1
87322933,99228347,0
15487855,15487871,1
220083421,232482146,1
9002092,94857152,0
244619011,244619039,1
279980631,339113684,0
179108638,88058345,1
117673960,310406574,0
190456565,190456556,1
9189162,339106515,0
32484048,175789563,0
245762980,245762985,1
68608184,312497511,0
88606642,6879633,1
267436114,309982970,0
339061724,340075607,1
245751254,310110716,0
87719192,121711572,0
42637881,98621126,0
240518323,241492876,0
246147651,346104039,0
191632680,245771879,0
232348855,244301549,0
88195347,240530820,0
8912845,234165964,0
191590760,21060913,1
50499314,160508821,1
231141205,234197095,0
2220002,22838001,1
190070909,120670409,1
175456752,175812788,1
80002862,310161393,0
230436744,230658142,1
87132303,88136728,1
68607781,346114103,0
14934740,134822870,0
8119048,224215724,0
179059944,214328719,0
32449555,244662708,0
121259957,121259960,1
94184474,234227887,0
225687063,279165340,0
224750195,225320677,1
154701193,224242767,1
87776113,87776123,1
232406377,230670910,1
54735200,279467971,0
94653844,98688993,1
218584991,245500289,0
175466983,179035298,1
214659182,225906128,0
86745290,32694888,1
245344771,399955691,0
43372320,43467039,0
179120890,179121411,1
121476137,121743495,0
250216051,310472159,0
6875875,224985381,0
86576777,98677339,0
8860446,94679701,0
86746973,87729826,1
225680847,230424238,0
175106338,179046365,1
94009875,94134439,1
232349722,232344763,1
10379337,310132434,0
195218115,230540196,1
1729614,1628986,1
241503858,242871000,1
39685209,88620638,0
15247203,234228273,0
6718512,179015237,0
94152941,246059759,0
68707065,312114617,0
231473071,309953445,0
8844044,224765952,0
21381797,3616750,1
346111124,312117369,1
339066922,339175280,1
77676247,174028854,1
92797778,109139668,1
245481101,246116372,1
179096025,312510012,0
230530336,339074258,0
68443386,204266770,0
191112582,191112604,1
245735282,310427992,0
190929046,232631007,0
43519525,241493309,0
224960991,310480638,0
149745463,310925235,1
224245301,224245299,1
226667173,226290284,1
76548833,339153225,1
94368818,94368560,1
94411128,191579636,0
68624951,244302451,0
190829528,190829523,1
94215058,94793370,1
8843162,121855022,1
8912851,312931136,0
162560526,224986018,1
165078009,246277781,0
179039778,346098142,0
96442953,230597986,0
86810197,224697440,0
86862750,310492343,0
1408610,142084597,0
43862300,94325003,0
58470150,232346081,0
230452736,230452731,1
225265915,243778677,0
13339322,22837855,1
190053546,191164918,1
224767270,238209733,0
12530284,12530323,1
43497307,156785783,0
138392438,244731174,0
121318737,245432953,0
224740602,181206460,1
133888892,224712763,0
43496486,310150174,0
241396533,309989170,0
216103869,245734153,0
86588742,13952413,1
87745888,179584554,0
102969236,245767018,0
10703765,86210841,0
49896832,43126451,1
97424824,121476378,0
309994600,309994596,1
88621216,241499610,0
339064388,339095527,0
225909550,245649727,0
168286039,346377783,1
224216354,224707945,1
312334552,310686190,1
1430679,22837784,1
25444506,191204356,0
230586846,91787015,1
241533174,238557312,1
73952023,116478312,1
190021221,231996116,0
241491533,241527378,1
6870862,87286014,1
26172215,175815417,0
191786665,339642998,0
13606249,279014145,0
339642966,226821074,1
246049835,246049843,1
3880217,234711168,0
1431029,86563665,0
193043693,339592080,0
2203919,38888821,1
40612971,3381877,1
98623000,99221987,1
134526686,189208328,1
231179610,235445223,0
224631958,224960846,1
68389268,235113807,0
21536709,21537005,1
246062394,245435795,1
339101104,246450282,1
339076103,339100982,1
222886065,241571689,0
39063068,43431644,1
175768597,175768693,1
42758129,96571351,0
94004116,242491945,0
236796324,310490400,1
239202282,339559907,0
12439439,179043852,0
36664822,68705820,1
175483697,175485162,1
93999151,94318979,1
94469130,98758502,1
42982172,46736509,0
179094483,346131249,0
202484986,244793958,1
244724562,244730003,1
339649215,339649217,1
21578756,16224980,1
133422388,235846430,1
226445381,241492498,0
241533530,238200705,1
94333810,346400155,0
211486777,246046491,0
94196154,399692340,0
39593529,246059654,0
224214338,228469279,0
9005605,121261118,1
118270512,46450196,1
245771893,245772224,1
234204760,339175228,0
232034651,232469426,1
54640345,87808391,0
10671965,225275760,0
121657397,104175850,1
42632811,225044875,0
3907845,232073375,1
244716119,339095571,0
175777889,246121756,0
43191366,43191386,1
230351409,230602655,1
309940401,310099000,1
226401157,234696913,0
310153665,310529086,1
10017745,310126274,0
241183908,246156729,0
5978995,10952897,0
190039112,190039104,1
310088390,310088631,1
169226140,339291884,0
25876780,226788505,0
179037228,179037225,1
339564074,339564079,1
245270504,245992910,1
22837937,22837898,1
230417093,28032183,1
94200445,94610653,1
121711133,244642111,0
86819821,309942915,0
129397602,244380374,1
42994278,86721235,0
37376519,44081248,0
94469598,121502232,0
244691847,244691840,1
339085459,339085468,1
230456630,245778416,0
230436754,210449235,1
94300945,234165401,0
68458408,234563312,0
175556728,230427509,0
43025697,68706499,1
68608704,68705820,1
110338385,246144599,0
11650537,191640442,1
94370914,245733026,0
245267066,43960500,1
39261949,179174038,0
241490210,241518344,1
179060151,245731288,0
75600737,75597534,1
182335609,189982126,0
234672037,234672018,1
94115626,94121630,1
241503292,238250328,1
16240903,234631226,0
8924721,121711314,1
94123392,94123384,1
94499859,234207801,0
224247922,224247918,1
224250957,197201262,1
71680619,71114845,1
244792161,245208881,1
29915460,232909272,0
201001125,310080722,0
87756154,230530817,0
234249282,234650677,1
87635429,121446292,0
184377520,241500843,0
225369320,226289837,1
245190234,245190240,1
1732946,17843091,1
230399173,54735269,1
42746096,42746114,1
41611425,11178102,1
93996478,224212003,0
3402358,279053020,1
68462266,68629335,1
191430906,191447738,1
224760365,225996795,1
245242351,95969219,1
15351660,339089742,0
21535250,22837930,0
39063068,45447794,0
37087239,43478842,1
2512724,279198605,1
191141453,191141466,1
42662318,42662308,1
75607152,232696994,1
230511909,230511906,1
99261949,99261970,1
153483251,244377133,0
339153905,339153906,1
9001472,9001469,1
190460580,242724259,0
235440171,235440184,1
40650470,94331678,0
68380022,232662128,0
230625240,232793876,1
310516668,310516666,1
8991644,192127039,0
245217032,246108677,1
94654176,175434360,0
38773343,68797268,1
171706427,224982880,0
117763789,224708722,0
232448418,232448416,1
232383230,2771615,1
190436318,348671654,0
246030826,54633825,1
66233903,256774164,0
175406497,245774164,0
118269961,230576810,0
246119498,339282957,0
94659090,223978977,0
16120042,16122548,1
88516947,66626766,1
174777433,174777436,1
43336314,224767532,0
6881580,244666189,0
94018095,231994298,0
245775262,245775267,1
121275815,121744682,1
13778812,208530489,0
87231209,339108615,0
128134039,158639141,1
122556489,191455749,1
224309290,134526685,1
225369618,226291709,1
68448196,211933446,0
68058580,191429700,0
179108669,242498390,0
339559905,339559907,1
225309463,246043450,0
75597796,234435672,0
63094013,310494218,0
224761151,224761159,1
226667611,179113155,1
43098759,43388675,1
1634059,23486282,1
86725091,339486523,0
190070660,191778622,0
121502258,218531044,0
230411328,232958804,1
190855244,232345644,0
230432792,230969378,1
21293479,1442175,1
279134038,92987394,1
121468017,285341869,0
243778591,238257377,1
230406812,232438397,1
68705149,246147638,0
245773651,319897894,0
175769926,190891029,0
224647532,310469762,0
42998912,42998916,1
102491560,143443883,0
234248412,235859968,1
23855743,322440936,1
137888208,179009665,1
94309622,94367656,1
22837908,94191581,0
241500041,242491611,1
244724166,244736322,1
234901293,234899430,1
87607232,234157459,0
235415450,235415452,1
121480973,121480978,1
65861570,37210413,1
73164127,224766514,0
241565336,238200027,1
78127203,25205369,1
121540388,225665085,0
16003965,339067859,0
89273,230464776,1
98660662,226449467,0
96399379,96399384,1
42675223,68803865,0
191411930,60806212,1
230339107,310405193,0
175815417,175816587,1
179127178,179127185,1
247573940,247572531,1
179023750,189208251,0
21849470,37918354,1
230473317,232907285,1
150751420,310056471,0
224196249,239352561,0
42728266,225015214,1
207813755,207809565,1
226584923,226584926,1
244324744,245251137,1
13332160,86663613,1
54867323,75598055,1
245213130,245213142,1
15332045,16112662,1
68380832,94218971,0
99606749,339158543,0
339473602,339058661,1
68595338,246115239,0
179109209,238206212,0
312504968,312504971,1
175480682,122160849,1
92544564,121259878,0
86804265,279167739,0
36712175,312903980,0
245140925,245921886,1
121466000,121654821,1
232409112,230681417,1
121455187,310516703,0
2607369,8849391,0
245432362,339979622,0
190016607,190016822,1
245241726,245245237,1
245249785,245425052,1
234160749,234855564,1
87823774,230549076,1
42743288,244682864,0
1435389,279237851,1
241533628,245140493,0
230530281,2881273,1
15489746,15489751,1
89834906,309965768,0
80939541,230440946,0
11395199,279096279,1
224263849,225901020,1
98652257,310470039,0
158850875,191146704,0
174776517,175059797,0
11435090,68460218,0
183003989,6830303,1
151276627,224759406,1
241537450,238191642,1
94374972,244682779,0
86752796,86752783,1
94661611,245475655,0
230548672,230548677,1
225285669,245781975,0
3021157,247559587,0
94183200,94323888,1
10973700,339057153,0
52900450,279992607,0
16134410,43388427,0
8923834,8860424,1
201208857,225072206,0
175758696,230595899,0
121711447,175758299,0
224315879,230432611,0
9155437,22838029,1
232431912,245322656,0
245830468,245830462,1
140198353,66972328,1
40383689,43128652,1
43461138,310515292,0
179061751,225314090,0
346422656,339006142,1
37669635,256249360,0
156518969,225690880,1
230670911,234352804,0
13346389,244713023,0
175564659,175564856,1
16117645,16117657,1
13565811,42959570,1
230511909,232407731,1
15302849,68629367,0
116463851,232691001,0
6897994,224213364,0
279436382,87933797,1
76865208,234181538,0
94654156,94654151,1
224743012,192381765,1
244695477,310513779,0
331848,279199930,1
225266281,232422194,0
68444997,43470835,1
43129282,68699073,1
234574790,234574626,1
86746297,189992006,0
230697477,244629897,0
2544057,191200056,1
8899898,94137810,0
121503085,312158847,0
230523235,2880689,1
4947994,190450673,0
8923841,8923832,1
2210423,191409866,0
51126318,244712634,0
38400743,399729049,0
76865949,96529582,0
184519404,244688162,1
339107440,339976293,1
323101495,346114853,1
84757575,134722161,0
15872409,15884015,1
141811019,191199449,0
224242112,225054740,1
63625465,232400440,1
96406613,224985400,0
174776515,174776517,1
245435799,245437794,1
14407957,86671513,0
87950768,309970857,0
71431731,45844993,1
231136247,312358192,0
15827578,115320653,0
235439184,339641849,0
242492413,238324188,1
339107047,339107053,1
232405522,231233515,1
224748670,225914209,1
191631012,310104878,0
152592080,245188415,0
3912536,232438397,1
230428647,27977179,1
16940889,78130750,1
230471946,312898931,0
6852115,1437194,1
94193945,98742584,1
223878363,224210977,1
224991912,64315167,1
21621998,310170691,0
232671370,61371539,1
230336077,230594664,1
238434729,400371945,0
244795123,244795213,1
230465364,230465357,1
43025699,250215983,0
94554423,87823689,1
94292044,121462658,0
13642440,295695765,1
232431926,232436036,1
234836371,245476230,0
98612462,234167195,0
43145436,226584840,0
238244231,339099844,0
58836743,232910950,1
230645742,232398773,1
245441245,339976254,0
43393430,225715285,0
241501207,240415647,1
339104807,339104813,1
94111970,245415326,0
238293336,346463036,0
68802795,190894932,0
962415,346381300,0
399673634,399673541,1
42991287,43480919,1
121503018,14324650,1
36547415,43478842,0
234890837,245734118,0
64068593,191409880,0
179008331,339054313,0
87751616,94771919,0
43342143,309911675,0
8134052,2804445,1
6873966,9155335,1
230518346,232448845,1
339077845,84620692,1
34582483,339064453,0
244692605,244692601,1
87344352,279241737,1
78222757,16962603,1
121603830,121603831,1
44568916,190452299,0
79979078,121711527,0
43493410,94506653,0
119695037,191759638,0
515761,87871746,1
121801457,235439189,0
94550670,226443055,0
64463159,182449541,0
101348241,280008915,1
42961779,42961794,1
339496526,339983829,1
244795231,244795228,1
121624483,244358913,0
175790944,179017876,1
42992030,121855936,0
309975403,313149555,1
189985136,279030246,0
238248050,78213055,1
191216644,191216626,1
87901641,86779675,1
234681480,234744479,1
175472129,179056691,1
41327438,179004068,0
339058085,339058091,1
198355165,234555753,0
175812039,179034324,1
68381995,43553125,1
86611225,309962713,0
225054514,225296709,1
191416856,245651445,0
225920459,225932334,1
245143098,399842665,0
224206498,232457903,0
19095619,234241394,0
43134304,230336248,0
175155920,175548663,1
310161093,310493676,1
15428402,91798399,0
87973997,246115915,0
175539661,13758750,1
94369066,94552317,1
230543262,310508556,0
36936996,339111208,0
230438516,75332827,1
35767596,191111259,0
246147651,57270110,1
43049808,245237887,0
42963139,68608527,0
18380010,47585565,1
65751521,234648363,0
223964553,312818664,0
232022494,246120700,0
42733204,346124466,0
230325139,230438476,0
10346912,226630510,0
7783047,78143038,0
86821357,86850152,1
66973247,68593096,0
68379427,268404550,0
238391893,238616839,1
121675124,121675127,1
226668094,230468060,0
46472286,175169454,0
87077253,163407407,0
226666693,245347235,0
16996181,239241881,0
94306373,225026739,0
224205976,224715279,0
65671222,68705820,1
190893909,190044271,1
2218914,49844856,0
175159431,175791624,1
235097020,312936826,0
241916602,244628499,1
226861434,245751775,0
346099984,346099995,1
121471900,121472605,1
87448572,245269235,1
43388031,225295614,0
179004517,234642707,0
244796527,340079058,0
98469879,192135541,1
86833638,86833634,1
312940511,310444495,1
14988812,20578249,0
232339015,232069314,1
238219835,238264267,1
190451493,225345519,0
89867843,399971573,0
23087218,11956774,1
121711445,246088773,0
43068088,87438965,0
175430321,203811432,0
7501517,175083132,0
150327852,225883221,1
230326387,230419193,1
189981444,189981443,1
339076267,339110776,1
31409652,231179679,0
225369617,225676223,1
4073211,121801458,1
42980746,246060423,0
223934328,146066203,1
225916147,225930502,1
15189524,15868069,1
94374208,242492395,0
339059403,339120938,1
191107596,225690888,0
103117288,179084440,1
15862117,234172649,0
235439577,310424509,0
94535264,115157282,1
230338271,11683574,1
15980727,28230299,0
86613643,87627408,1
244716141,244716139,1
15960765,77849713,0
43515668,234661286,0
112533382,121482264,0
191184505,191638905,1
248828573,314804614,1
121510724,121510727,1
234574982,234574626,1
190016998,126708431,1
32024482,22837855,1
42656365,43102860,1
191450780,191452054,1
3908467,234441424,0
43382580,244675247,0
72385153,230531540,1
4477326,232900732,1
40623487,43029301,0
89273,232470342,1
230645539,244652747,0
42978940,42978943,1
244301832,245501424,1
246058706,339262401,0
94051998,94308532,1
42657853,43026116,0
2936021,245424174,0
120223542,38127551,1
244351633,314861372,0
399886712,334592278,1
86777760,145499412,0
141093274,245424174,0
53024886,121468526,0
43520231,399955690,0
98606967,98606970,1
611515,86738384,0
68445815,43093340,1
310038511,310436011,1
241499628,241560758,1
96575319,245241567,0
36627226,175530845,0
86468739,230458588,0
43104047,43113287,1
230968952,279777921,0
190090235,244375778,0
224757419,346445349,0
224716002,224989799,0
31952158,175756274,1
2989502,43371348,0
245152045,310409714,0
230344662,43560505,1
191414305,11792856,1
86823037,86827195,1
41178174,68705820,1
245827024,245827028,1
174781689,339477135,0
35812044,121711482,0
198355165,339734174,0
241501518,244623036,1
224975117,80889345,1
68530304,70128374,0
105937460,61269394,1
94313995,94410215,1
310146570,310421409,1
94654129,94654119,1
3583654,234554616,1
42728263,178913186,0
225252998,230530819,0
86850149,225691026,0
43035681,64482755,1
146336231,339061092,0
94654985,245280416,0
189809026,189809022,1
43388399,43348535,1
310448273,89867843,1
57073939,80169184,0
158417422,299744567,0
230658679,232074274,1
231996111,230473483,1
195148867,314846561,1
45844046,120904024,0
94332516,234354106,0
43480920,224976151,0
68380452,41171010,1
32477887,94429173,0
21536052,339553561,0
46473991,98713046,0
38772190,68705820,1
234856877,138311469,1
42143489,190822891,1
78085940,179084647,1
225013305,225011884,1
4308330,49711953,0
42992071,42992077,1
225085405,225085410,1
144138941,232046031,0
53784901,230406766,1
13690412,47126499,1
246062081,246062083,1
86666030,86666022,1
42982162,42982166,1
224991818,224991820,1
189984950,190448354,1
170750963,310510646,0
224681308,224689640,1
179094484,224203891,0
179123271,226586261,0
42732319,43134335,1
190905943,240762211,0
310469164,310469169,1
42644989,48070838,0
86761282,244666014,0
43026114,230552368,0
43460131,184834431,0
94318020,175482830,0
234857427,67714420,1
40688829,310448128,0
339101911,339118785,1
121504213,121504228,1
43387919,142913708,0
43066241,346098864,0
86671513,279241210,1
86659841,86859079,1
25401499,339977526,0
191521472,230910616,0
151243332,131260348,1
138260801,243783032,0
63186078,231990430,0
224767299,225923744,1
225306347,225859042,1
8906461,230527751,0
42672876,232631007,0
234700426,234895672,1
68450494,309984522,0
68617421,280775683,0
68593070,310425084,0
86821740,399844843,0
72880074,244342162,0
238222812,241415649,1
106587674,245772394,1
339175231,339175100,1
42650253,226450887,0
43151363,225927623,0
220305000,226439840,0
226596416,225370375,1
191452079,191598624,1
87752176,230557032,0
246045060,309973471,0
90191562,234610112,0
339056870,339481916,1
226666719,225349121,1
47559422,244679334,0
224731234,399670293,0
56078898,32153638,1
179011208,179031162,1
312172708,310164763,1
43468599,201377120,0
51593101,245280416,1
18470322,86790419,1
94456810,98493205,1
190822035,136738103,1
224698880,399729658,0
19062329,244797995,0
16085332,234680442,0
98752951,232378919,0
115478129,224987960,1
246387308,246407446,1
244738146,244740088,1
226584920,20022192,1
310121653,310121655,1
191601006,244798293,0
48279328,224697022,0
96351821,191177745,0
246971824,246110797,1
93938834,230569371,0
175110331,245391810,0
49013590,86846076,1
230424162,14939186,1
230642382,230530322,1
5296562,183051013,0
224217674,309956224,0
122060637,246061527,0
14378569,87657771,1
72042773,247005263,0
94508936,96552172,1
244375778,339920216,0
42706667,42706675,1
107598663,312358328,1
87770389,22837846,1
98612645,234690602,0
230531168,2881274,1
113979485,23100416,1
3908440,230459067,0
245255427,245255425,1
245425049,245425048,1
225369619,225371776,1
23172096,175756480,1
15988110,355419263,0
68385096,245245213,0
98751911,310164759,0
246379105,246421625,1
224214563,224749770,1
190952901,190952907,1
86666030,86857520,1
310157130,314842463,0
121656596,91966701,1
202483463,230539308,0
244643042,303502459,0
121375894,234716145,0
191448060,191454060,1
43632308,347332981,0
15234332,234557803,0
139890383,234636475,1
2936317,175415550,0
86813866,245722346,0
77660680,94059816,0
243778359,238616259,1
94313991,94313995,1
339099012,90265039,1
42695574,225913000,0
75600715,75601046,1
225291130,235129964,0
8899719,312894766,0
43182929,43182944,1
191203844,234597646,0
175569227,188388471,1
42628589,241534708,0
94184638,313104489,0
55054318,98623018,0
68706499,241537011,0
91756990,280332343,1
224244388,224715221,1
68460301,58538594,1
244713003,244796956,1
68607991,241500893,0
234561897,339113175,0
86675562,224197230,0
121307095,14754150,1
94114768,139464384,0
15979231,15979432,1
93990021,228482016,0
98677339,98677582,1
88195366,123025101,0
78184640,225047115,0
96336409,310124378,0
232012314,245724919,0
40419804,43470814,1
112821851,309974678,1
224264859,225059788,1
3907730,230530338,1
21776812,175060538,0
117783883,121802709,0
244285205,246142922,1
310483006,310483003,1
310041462,312823147,1
146163044,244634383,0
94008636,94131626,1
138667795,230531165,0
179020103,179034326,1
244689614,244689612,1
86819900,279493146,1
88619025,304956282,0
42998361,42998362,1
94422214,382823251,0
42972391,226798535,0
232346256,232029206,1
35304392,43388675,1
225861556,225859042,1
565334,43458236,1
42973205,225016006,0
42992071,234510563,0
231026786,231028826,1
59369443,175787265,1
121329376,121657242,1
10526689,240253316,0
68390927,41427995,1
44141174,279493176,1
27441259,13784114,1
87923085,115207646,1
15857752,287825691,0
87657340,339153339,0
175783044,246045080,0
42629848,42629859,1
75607137,75603987,1
339155078,339261227,1
242399362,242491617,1
121540105,9001882,1
94331506,98758502,1
310444903,346371223,0
232023159,232432891,1
10779682,232346069,0
179908957,234555117,1
35837617,232017363,0
82974256,309937916,0
245251137,245424517,1
245243917,245255413,1
79982801,8424985,1
79642404,71136742,1
44007752,68391339,1
245287334,245287329,1
191727820,191727698,1
232022483,230452693,1
223937880,246972203,0
96381157,238404139,0
490419,234899430,1
8511812,245720843,1
117305967,232341448,1
68797234,225015842,0
86721197,225691706,0
18871615,22837784,1
42673429,42673426,1
234198157,234582045,1
339061103,339504804,1
234163476,245733022,0
245467769,245468010,1
54863078,244650453,0
175491396,175491403,1
121351330,279435610,0
15960070,246166167,0
94698066,225932321,1
230459331,232438397,1
8802899,190053793,1
21647056,191241500,0
190916317,32759024,1
2230335,175820142,0
68380516,232012569,0
14988342,15249338,1
86837845,86837507,1
5608369,339643099,0
43049435,43049603,1
226293625,226686644,1
43395895,43388675,1
190831750,238608269,0
13339325,339101836,0
179035044,179071779,1
94478207,94558793,1
121260363,230437616,0
16299587,244350640,0
87647790,87702581,0
94607646,226656077,0
37890138,245334133,0
86575758,246378346,0
230585461,17790701,1
309947456,310463624,0
54737451,156517960,0
459148,311582965,1
43131832,225671236,0
1443653,230649126,0
279517457,87132303,1
125972983,230525370,1
339054461,151614757,1
15334657,16063772,1
117339315,179084697,1
224744940,310428709,0
310483003,339059403,0
96406650,96406774,1
226671085,399668254,0
37269441,37445180,0
58474280,245734811,1
3400134,43397211,0
86608393,234169891,0
86925829,94366676,0
206433726,232392104,0
22942602,9130333,1
42996208,42996210,1
244765281,119086419,1
38007025,279488125,1
21534909,339975977,0
245208881,229022948,1
313827099,339573957,1
224669985,339073243,0
232363573,232437270,0
136163890,311359838,0
25728487,87201367,1
8941909,225903989,0
43025704,43025686,1
86788789,279511769,1
245242180,246418117,1
43113277,43421651,1
14938422,19148473,1
244666183,244666189,1
309960467,399694969,0
245246925,304787179,0
86850389,279515612,1
175762666,175763903,1
94296208,118268549,0
121711515,224762771,0
9005417,71688800,1
9001421,9001411,1
224748960,230348393,0
191454856,244738146,0
121496426,79997688,1
3881034,245156432,0
211047913,245803008,1
68444089,225902479,0
121674850,9691047,1
97752016,246970730,0
99222039,339056342,0
96387224,246372984,0
80889345,225074801,1
225712532,339156126,0
242423450,183925719,1
234221438,234380925,1
179701552,190409420,0
22508445,42761769,0
175763301,312494299,0
37232637,37232677,1
43007271,94370482,0
94308532,94497674,1
8990527,17759346,1
226674577,244383994,0
94064928,234354093,0
234230364,339065887,0
5527643,9160604,1
127785021,136725879,0
96558778,98706351,1
225049732,399671576,0
175541853,175562478,1
9135881,87920254,1
225924018,244643525,0
75598037,191382898,0
225020752,245343869,0
225370375,226693497,1
190453672,191640351,1
15355233,244688660,0
43333437,43331434,1
234863808,246153545,0
246095269,245795489,1
339092218,100260172,1
85271671,339456569,0
179026786,179145329,1
310448806,280182596,1
35160155,273614566,0
6852010,90716926,1
43399272,41228362,1
234631226,310514661,0
246096948,246096951,1
179132577,190032729,0
241491538,241527378,1
179270466,244365859,0
8912845,8912851,1
179043833,179106119,1
230670897,339095160,0
87616978,313419416,0
42632802,236141267,0
121502224,121502232,1
96574389,230535042,0
60651800,86804192,1
94757238,230451744,0
234555118,213052929,1
399668254,346096639,1
52903584,231028852,0
178952798,244362106,0
121480984,244297349,0
202183116,240790099,0
94497674,346373370,0
42626021,225047766,0
241545071,242501018,1
94414949,94666627,1
43502958,291425274,0
241487635,241487637,1
224697462,310110708,0
230459282,241501457,0
231995264,232468876,1
16726193,93990623,0
235129830,339738398,0
94423992,94423997,1
310173101,310163501,1
224733286,187402754,1
121657316,304787175,0
230330028,244798704,0
312508739,273281524,1
245241124,246213746,1
94361530,245458503,0
12483377,310469463,0
113598783,234842097,0
310492202,339064014,0
94218504,190853156,0
93993941,94118848,1
224730517,224767275,0
230349039,2881273,1
1367535,279187194,1
42585575,230409245,1
399692717,346096292,1
94168289,94446428,1
244691463,245200625,1
3688992,339092425,0
120727408,312912380,0
121485006,118269953,1
244732252,244735935,0
68459917,241514549,0
179056424,339096747,0
225287784,244693639,0
94426207,310406561,0
175488861,175488874,1
42670183,339106438,0
16143446,36841601,0
121674421,27340528,1
94711883,99261235,1
3403080,86595165,0
225702382,225702141,1
179060397,179060399,1
190435951,190829749,1
243778372,238209798,1
245724923,279208156,0
94335953,246039646,0
234155934,19102496,1
243297958,240785636,1
231994241,231994244,1
136747980,346383636,1
15431507,94624162,0
43391854,191690128,0
232348759,309959966,0
224989767,234168804,0
224266971,240389558,0
35516310,90432780,1
121351233,81124464,1
117831752,241540029,0
